Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,County,Region,Product ID,Category,Sub-Category,Manufacturer,Sales,Quantity,Discount,Profit
9791,CA-2018-144491,27-03-18,01-04-18,Standard Class,CJ-12010,Caroline Jumper,Consumer,Kenya,Nakuru,Central,FUR-CH-10001714,Groceries,Cooking Oil,Manufacturer I,211.246,2,0.3,-66.3916
9793,CA-2015-127166,21-05-15,23-05-15,Second Class,KH-16360,Katherine Hughes,Consumer,Kenya,Nakuru,Central,FUR-CH-10003396,Groceries,Cooking Oil,Manufacturer F,107.772,2,0.3,-29.2524
9808,CA-2018-107209,27-07-18,01-08-18,Second Class,JW-15955,Joni Wasserman,Consumer,Kenya,Isiolo,South,FUR-CH-10001146,Groceries,Cooking Oil,Manufacturer H,194.848,4,0.2,12.178
9827,US-2015-164406,15-08-15,19-08-15,Standard Class,BD-11605,Brian Dahlen,Consumer,Kenya,Kiambu,West,FUR-CH-10003833,Groceries,Cooking Oil,Manufacturer F,195.136,4,0.2,-12.196
9830,US-2018-152842,16-07-18,23-07-18,Standard Class,NF-18385,Natalie Fritzler,Consumer,Kenya,Isiolo,South,FUR-CH-10004218,Groceries,Cooking Oil,Manufacturer C,242.352,3,0.2,15.147
9843,US-2017-125402,25-09-17,01-10-17,Standard Class,DL-12865,Dan Lawera,Consumer,Kenya,Kiambu,West,FUR-CH-10000665,Groceries,Cooking Oil,Manufacturer E,483.136,4,0.2,60.392
9880,CA-2017-122581,21-08-17,25-08-17,Standard Class,JK-15370,Jay Kimmel,Consumer,Kenya,Nairobi,East,FUR-CH-10002961,Groceries,Cooking Oil,Manufacturer D,573.174,7,0.1,63.686
9894,US-2017-115441,25-07-17,28-07-17,Second Class,SH-19975,Sally Hughsby,Consumer,Kenya,Kitui,Central,FUR-CH-10004626,Groceries,Cooking Oil,Manufacturer B,403.56,4,0,96.8544
9908,US-2016-129007,13-09-16,15-09-16,First Class,KD-16615,Ken Dana,Consumer,Kenya,Kiambu,West,FUR-CH-10000155,Groceries,Cooking Oil,Manufacturer B,717.72,3,0.2,71.772
9913,CA-2016-132388,10-10-16,12-10-16,First Class,KN-16390,Katherine Nockton,Consumer,Kenya,Kiambu,West,FUR-CH-10001714,Groceries,Cooking Oil,Manufacturer A,362.136,3,0.2,-54.3204
9920,CA-2017-149272,15-03-17,19-03-17,Standard Class,MY-18295,Muhammed Yedwab,Consumer,Kenya,Nakuru,Central,FUR-CH-10000863,Groceries,Cooking Oil,Manufacturer F,528.43,5,0.3,-143.431
9948,CA-2018-121559,01-06-18,03-06-18,Second Class,HW-14935,Helen Wasserman,Consumer,Kenya,Kibwezi,Central,FUR-CH-10003746,Groceries,Cooking Oil,Manufacturer E,1925.88,6,0,539.2464
336,CA-2016-137946,01-09-16,04-09-16,Second Class,DB-13615,Doug Bickford,Consumer,Kenya,California,West,TEC-CO-10001449,Technology,Copiers,Other,959.984,2,0.2,335.9944
393,US-2015-135972,21-09-15,23-09-15,Second Class,JG-15115,Jack Garza,Consumer,Kenya,Washington,West,TEC-CO-10002313,Technology,Copiers,Other,1799.97,3,0,701.9883
407,CA-2018-117457,08-12-18,12-12-18,Standard Class,KH-16510,Keith Herrera,Consumer,Kenya,California,West,TEC-CO-10004115,Technology,Copiers,Other,1199.976,3,0.2,434.9913
516,CA-2018-127432,22-01-18,27-01-18,Standard Class,AD-10180,Alan Dominguez,Home Office,Kenya,Montana,West,TEC-CO-10003236,Technology,Copiers,Other,2999.95,5,0,1379.977
596,CA-2015-131450,08-08-15,15-08-15,Standard Class,LR-16915,Lena Radford,Consumer,Kenya,California,West,TEC-CO-10004115,Technology,Copiers,Other,1199.976,3,0.2,434.9913
754,CA-2017-110499,07-04-17,09-04-17,First Class,YC-21895,Yoseph Carroll,Corporate,Kenya,California,West,TEC-CO-10002095,Technology,Copiers,Other,1199.976,3,0.2,374.9925
1151,CA-2016-112452,04-04-16,04-04-16,Same Day,NC-18340,Nat Carroll,Consumer,Kenya,Michigan,Central,TEC-CO-10004202,Technology,Copiers,Other,599.98,2,0,209.993
1234,CA-2017-153682,30-05-17,01-06-17,First Class,BG-11695,Brooke Gillingham,Corporate,Kenya,Ohio,East,TEC-CO-10001046,Technology,Copiers,Other,839.988,2,0.4,69.999
1550,CA-2015-134278,06-07-15,08-07-15,First Class,EP-13915,Emily Phan,Consumer,Kenya,New York,East,TEC-CO-10001046,Technology,Copiers,Other,559.992,1,0.2,174.9975
1645,CA-2016-111829,19-03-16,20-03-16,First Class,FH-14365,Fred Hopkins,Corporate,Kenya,Washington,West,TEC-CO-10001766,Technology,Copiers,Other,3149.93,7,0,1480.4671
1987,CA-2017-147417,25-07-17,27-07-17,First Class,CB-12415,Christy Brittain,Consumer,Kenya,Ohio,East,TEC-CO-10001449,Technology,Copiers,Other,1439.976,4,0.4,191.9968
2274,CA-2016-142944,06-03-16,11-03-16,Standard Class,JL-15850,John Lucas,Consumer,Kenya,California,West,TEC-CO-10003763,Technology,Copiers,Other,1119.984,2,0.2,377.9946
2387,US-2018-117534,25-03-18,26-03-18,First Class,CV-12295,Christina VanderZanden,Consumer,Kenya,California,West,TEC-CO-10000971,Technology,Copiers,Other,479.984,2,0.2,59.998
2624,CA-2018-127180,22-10-18,24-10-18,First Class,TA-21385,Tom Ashbrook,Home Office,Kenya,New York,East,TEC-CO-10004722,Technology,Copiers,Other,11199.968,4,0.2,3919.9888
2898,US-2017-164630,04-01-17,09-01-17,Standard Class,EB-13975,Erica Bern,Corporate,Kenya,North Carolina,South,TEC-CO-10000971,Technology,Copiers,Other,959.968,4,0.2,119.996
2900,CA-2016-166464,12-09-16,17-09-16,Standard Class,PG-18895,Paul Gonzalez,Consumer,Kenya,New York,East,TEC-CO-10000971,Technology,Copiers,Other,479.984,2,0.2,59.998
3056,US-2016-100377,28-08-16,01-09-16,Standard Class,TS-21370,Todd Sumrall,Corporate,Kenya,Illinois,Central,TEC-CO-10001046,Technology,Copiers,Other,2799.96,5,0.2,874.9875
3274,CA-2018-133865,08-05-18,12-05-18,Standard Class,PS-19045,Penelope Sewall,Home Office,Kenya,California,West,TEC-CO-10001046,Technology,Copiers,Other,3359.952,6,0.2,1049.985
3692,US-2016-131359,30-10-16,02-11-16,Second Class,FA-14230,Frank Atkinson,Corporate,Kenya,Colorado,West,TEC-CO-10001571,Technology,Copiers,Other,439.992,1,0.2,164.997
3705,CA-2016-104941,13-06-16,19-06-16,Standard Class,DH-13075,Dave Hallsten,Corporate,Kenya,Alabama,South,TEC-CO-10004202,Technology,Copiers,Other,899.97,3,0,314.9895
3750,CA-2018-161956,27-08-18,29-08-18,Second Class,DR-12880,Dan Reichenbach,Corporate,Kenya,California,West,TEC-CO-10001571,Technology,Copiers,Other,879.984,2,0.2,329.994
3825,CA-2016-140984,14-09-16,18-09-16,Standard Class,CC-12685,Craig Carroll,Consumer,Kenya,New York,East,TEC-CO-10001571,Technology,Copiers,Other,879.984,2,0.2,329.994
3984,CA-2017-135265,07-07-17,09-07-17,Second Class,CC-12370,Christopher Conant,Consumer,Kenya,California,West,TEC-CO-10003763,Technology,Copiers,Other,2799.96,5,0.2,944.9865
4073,CA-2016-156104,06-12-16,08-12-16,Second Class,NP-18685,Nora Pelletier,Home Office,Kenya,Indiana,Central,TEC-CO-10002095,Technology,Copiers,Other,999.98,2,0,449.991
4191,CA-2018-166709,17-11-18,22-11-18,Standard Class,HL-15040,Hunter Lopez,Consumer,Kenya,Delaware,East,TEC-CO-10004722,Technology,Copiers,Other,10499.97,3,0,5039.9856
4201,CA-2016-143105,10-12-16,10-12-16,Same Day,MA-17560,Matt Abelman,Home Office,Kenya,New York,East,TEC-CO-10002095,Technology,Copiers,Other,799.984,2,0.2,249.995
4287,CA-2016-105690,21-11-16,26-11-16,Second Class,CA-11965,Carol Adams,Corporate,Kenya,Texas,Central,TEC-CO-10001571,Technology,Copiers,Other,439.992,1,0.2,164.997
4492,CA-2015-150798,01-12-15,03-12-15,Second Class,JK-15730,Joe Kamberova,Consumer,Kenya,Ohio,East,TEC-CO-10001571,Technology,Copiers,Other,659.988,2,0.4,109.998
4573,CA-2018-126662,17-07-18,21-07-18,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Kenya,California,West,TEC-CO-10004202,Technology,Copiers,Other,479.984,2,0.2,89.997
4620,CA-2018-145219,24-12-18,25-12-18,First Class,RM-19675,Robert Marley,Home Office,Kenya,California,West,TEC-CO-10001449,Technology,Copiers,Other,2879.952,6,0.2,1007.9832
4640,CA-2017-102162,11-09-17,16-09-17,Standard Class,JF-15565,Jill Fjeld,Consumer,Kenya,Virginia,South,TEC-CO-10001943,Technology,Copiers,Other,1599.92,8,0,751.9624
4813,CA-2017-121370,14-11-17,19-11-17,Second Class,EB-14110,Eugene Barchas,Consumer,Kenya,Pennsylvania,East,TEC-CO-10004115,Technology,Copiers,Other,1199.976,4,0.4,179.9964
5069,CA-2015-124478,08-08-15,12-08-15,Standard Class,MA-17560,Matt Abelman,Home Office,Kenya,Michigan,Central,TEC-CO-10001571,Technology,Copiers,Other,549.99,1,0,274.995
5563,CA-2018-133263,31-03-18,02-04-18,Second Class,JE-15610,Jim Epp,Corporate,Kenya,Georgia,South,TEC-CO-10001449,Technology,Copiers,Other,2999.95,5,0,1439.976
5569,CA-2018-157966,13-03-18,13-03-18,Same Day,SU-20665,Stephanie Ulpright,Home Office,Kenya,Illinois,Central,TEC-CO-10001449,Technology,Copiers,Other,959.984,2,0.2,335.9944
5711,US-2016-160857,08-05-16,15-05-16,Standard Class,NW-18400,Natalie Webber,Consumer,Kenya,New York,East,TEC-CO-10004115,Technology,Copiers,Other,2799.944,7,0.2,1014.9797
5757,CA-2015-163748,14-10-15,18-10-15,Standard Class,HG-15025,Hunter Glantz,Consumer,Kenya,Texas,Central,TEC-CO-10002095,Technology,Copiers,Other,1999.96,5,0.2,624.9875
5773,CA-2016-158939,26-11-16,01-12-16,Standard Class,EA-14035,Erin Ashbrook,Corporate,Kenya,Missouri,Central,TEC-CO-10002313,Technology,Copiers,Other,599.99,1,0,233.9961
5851,CA-2016-121783,10-11-16,14-11-16,Standard Class,PO-19180,Philisse Overcash,Home Office,Kenya,Minnesota,Central,TEC-CO-10001571,Technology,Copiers,Other,549.99,1,0,274.995
6063,CA-2016-111780,25-12-16,30-12-16,Second Class,RA-19285,Ralph Arnett,Consumer,Kenya,California,West,TEC-CO-10004202,Technology,Copiers,Other,1199.96,5,0.2,224.9925
6201,CA-2016-146675,16-04-16,20-04-16,Standard Class,SB-20185,Sarah Brown,Consumer,Kenya,Illinois,Central,TEC-CO-10001766,Technology,Copiers,Other,1439.968,4,0.2,485.9892
6426,CA-2017-143714,23-05-17,27-05-17,Standard Class,CC-12370,Christopher Conant,Consumer,Kenya,Pennsylvania,East,TEC-CO-10004722,Technology,Copiers,Other,8399.976,4,0.4,1119.9968
6528,CA-2017-157791,23-12-17,28-12-17,Second Class,CA-11965,Carol Adams,Corporate,Kenya,Rhode Island,East,TEC-CO-10002095,Technology,Copiers,Other,1999.96,4,0,899.982
6650,US-2018-124779,08-09-18,11-09-18,First Class,BF-11020,Barry Französisch,Corporate,Kenya,Texas,Central,TEC-CO-10001943,Technology,Copiers,Other,319.984,2,0.2,107.9946
6827,CA-2017-118689,02-10-17,09-10-17,Standard Class,TC-20980,Tamara Chand,Corporate,Kenya,Indiana,Central,TEC-CO-10004722,Technology,Copiers,Other,17499.95,5,0,8399.976
6902,US-2018-135013,24-07-18,24-07-18,Same Day,HR-14830,Harold Ryan,Corporate,Kenya,California,West,TEC-CO-10001449,Technology,Copiers,Other,2399.96,5,0.2,839.986
7037,CA-2015-124618,02-05-15,04-05-15,Second Class,CS-11860,Cari Schnelling,Consumer,Kenya,Florida,South,TEC-CO-10004202,Technology,Copiers,Other,479.984,2,0.2,89.997
7043,US-2018-165358,18-07-18,23-07-18,Standard Class,SV-20365,Seth Vernon,Consumer,Kenya,Pennsylvania,East,TEC-CO-10001943,Technology,Copiers,Other,599.97,5,0.4,69.9965
7174,US-2018-141677,26-03-18,30-03-18,Standard Class,HK-14890,Heather Kirkland,Corporate,Kenya,Texas,Central,TEC-CO-10002313,Technology,Copiers,Other,2399.96,5,0.2,569.9905
7461,US-2016-136987,11-04-16,14-04-16,Second Class,AR-10540,Andy Reiter,Consumer,Kenya,California,West,TEC-CO-10001943,Technology,Copiers,Other,639.968,4,0.2,215.9892
7473,CA-2017-139997,01-07-17,03-07-17,First Class,EM-14140,Eugene Moren,Home Office,Kenya,Utah,West,TEC-CO-10000971,Technology,Copiers,Other,1499.95,5,0,449.985
7521,US-2018-167920,09-12-18,12-12-18,Second Class,JL-15835,John Lee,Consumer,Kenya,Kentucky,South,TEC-CO-10001046,Technology,Copiers,Other,1399.98,2,0,629.991
7667,US-2017-140158,04-10-17,08-10-17,Standard Class,DR-12940,Daniel Raglin,Home Office,Kenya,Rhode Island,East,TEC-CO-10001449,Technology,Copiers,Other,5399.91,9,0,2591.9568
7698,CA-2018-151799,14-12-18,18-12-18,Standard Class,BF-11170,Ben Ferrer,Home Office,Kenya,Massachusetts,East,TEC-CO-10002313,Technology,Copiers,Other,1199.98,2,0,467.9922
8124,CA-2015-138128,09-12-15,15-12-15,Standard Class,FP-14320,Frank Preis,Consumer,Kenya,Pennsylvania,East,TEC-CO-10001766,Technology,Copiers,Other,1079.976,4,0.4,125.9972
8154,CA-2018-140151,23-03-18,25-03-18,First Class,RB-19360,Raymond Buch,Consumer,Kenya,Washington,West,TEC-CO-10004722,Technology,Copiers,Other,13999.96,4,0,6719.9808
8179,CA-2017-166429,02-09-17,08-09-17,Standard Class,TG-21310,Toby Gnade,Consumer,Kenya,Washington,West,TEC-CO-10002095,Technology,Copiers,Other,999.98,2,0,449.991
8254,CA-2018-152310,12-08-18,19-08-18,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenya,Washington,West,TEC-CO-10000971,Technology,Copiers,Other,299.99,1,0,89.997
8494,CA-2016-109190,23-10-16,28-10-16,Standard Class,CC-12685,Craig Carroll,Consumer,Kenya,Texas,Central,TEC-CO-10001943,Technology,Copiers,Other,479.976,3,0.2,161.9919
8540,CA-2018-147354,09-03-18,13-03-18,Standard Class,KB-16315,Karl Braun,Consumer,Kenya,California,West,TEC-CO-10000971,Technology,Copiers,Other,479.984,2,0.2,59.998
8553,CA-2015-140473,30-05-15,03-06-15,Standard Class,MC-17425,Mark Cousins,Corporate,Kenya,Illinois,Central,TEC-CO-10004202,Technology,Copiers,Other,719.976,3,0.2,134.9955
8571,CA-2017-162390,06-12-17,12-12-17,Standard Class,DP-13105,Dave Poirier,Corporate,Kenya,New York,East,TEC-CO-10004202,Technology,Copiers,Other,479.984,2,0.2,89.997
8800,CA-2015-116666,08-05-15,10-05-15,First Class,KT-16480,Kean Thornton,Consumer,Kenya,Pennsylvania,East,TEC-CO-10001449,Technology,Copiers,Other,1799.97,5,0.4,239.996
8821,CA-2018-100622,03-11-18,07-11-18,Standard Class,DK-13090,Dave Kipp,Consumer,Kenya,Florida,South,TEC-CO-10003236,Technology,Copiers,Other,959.984,2,0.2,311.9948
8991,US-2016-128587,24-12-16,30-12-16,Standard Class,HM-14860,Harry Marie,Corporate,Kenya,Missouri,Central,TEC-CO-10003763,Technology,Copiers,Other,4899.93,7,0,2302.9671
9618,CA-2018-160633,16-11-18,21-11-18,Standard Class,BS-11380,Bill Stewart,Corporate,Kenya,Ohio,East,TEC-CO-10002095,Technology,Copiers,Other,899.982,3,0.4,74.9985
9840,US-2017-125402,25-09-17,01-10-17,Standard Class,DL-12865,Dan Lawera,Consumer,Kenya,California,West,TEC-CO-10001943,Technology,Copiers,Other,479.976,3,0.2,161.9919
9930,CA-2017-129630,04-09-17,04-09-17,Same Day,IM-15055,Ionia McGrath,Consumer,Kenya,California,West,TEC-CO-10003763,Technology,Copiers,Other,2799.96,5,0.2,944.9865
31,US-2016-150630,17-09-16,21-09-16,Standard Class,TB-21520,Tracy Blumstein,Consumer,Kenya,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,Chromcraft,3.264,2,0.2,1.1016
38,CA-2016-117415,27-12-16,31-12-16,Standard Class,SN-20710,Steve Nguyen,Home Office,Kenya,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,,113.328,9,0.2,35.415
84,CA-2016-149734,03-09-16,08-09-16,Standard Class,JC-16105,Julie Creighton,Corporate,Kenya,North Carolina,South,OFF-EN-10000927,Office Supplies,Envelopes,,200.984,7,0.2,62.8075
115,CA-2015-115259,25-08-15,27-08-15,Second Class,RC-19960,Ryan Crowe,Consumer,Kenya,Ohio,East,OFF-EN-10002600,Office Supplies,Envelopes,,4.72,2,0.2,1.652
117,CA-2015-115259,25-08-15,27-08-15,Second Class,RC-19960,Ryan Crowe,Consumer,Kenya,Ohio,East,OFF-EN-10002504,Office Supplies,Envelopes,,130.464,6,0.2,44.0316
123,CA-2017-103730,12-06-17,15-06-17,First Class,SC-20725,Steven Cartwright,Consumer,Kenya,Delaware,East,OFF-EN-10002500,Office Supplies,Envelopes,,115.02,9,0,51.759
143,CA-2018-106180,18-09-18,23-09-18,Standard Class,SH-19975,Sally Hughsby,Corporate,Kenya,California,West,OFF-EN-10004030,Office Supplies,Envelopes,,10.86,3,0,5.1042
163,CA-2017-154508,16-11-17,20-11-17,Standard Class,RD-19900,Ruben Dartt,Consumer,Kenya,New Mexico,West,OFF-EN-10001990,Office Supplies,Envelopes,,28.4,5,0,13.348
195,CA-2016-131457,31-10-16,06-11-16,Standard Class,MZ-17515,Mary Zewe,Corporate,Kenya,California,West,OFF-EN-10001509,Office Supplies,Envelopes,,14.28,7,0,6.7116
254,CA-2017-146941,10-12-17,13-12-17,First Class,DL-13315,Delfina Latchford,Consumer,Kenya,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,,361.92,4,0,162.864
270,US-2018-145366,09-12-18,13-12-18,Standard Class,CA-12310,Christine Abelman,Corporate,Kenya,Ohio,East,OFF-EN-10004386,Office Supplies,Envelopes,,57.576,3,0.2,21.591
356,CA-2017-138520,08-04-17,13-04-17,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,Kenya,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,,8.26,2,0,3.7996
421,CA-2018-110478,04-03-18,09-03-18,Standard Class,SP-20860,Sung Pak,Corporate,Kenya,California,West,OFF-EN-10000483,Office Supplies,Envelopes,,15.25,1,0,7.015
459,US-2017-157945,26-09-17,01-10-17,Standard Class,NF-18385,Natalie Fritzler,Consumer,Kenya,Illinois,Central,OFF-EN-10001415,Office Supplies,Envelopes,,8.928,2,0.2,3.348
493,CA-2015-113362,14-09-15,19-09-15,Standard Class,AJ-10960,Astrea Jones,Consumer,Kenya,New York,East,OFF-EN-10003845,Office Supplies,Envelopes,,11.07,3,0,5.0922
496,CA-2016-134782,27-12-16,31-12-16,Standard Class,MD-17350,Maribeth Dona,Consumer,Kenya,Arkansas,South,OFF-EN-10001434,Office Supplies,Envelopes,,105.42,2,0,51.6558
531,US-2016-138303,03-09-16,07-09-16,Standard Class,MG-18145,Mike Gockenbach,Consumer,Kenya,Pennsylvania,East,OFF-EN-10001335,Office Supplies,Envelopes,,52.512,6,0.2,19.692
657,CA-2017-137239,22-08-17,28-08-17,Standard Class,CR-12730,Craig Reiter,Consumer,Kenya,Ohio,East,OFF-EN-10002230,Office Supplies,Envelopes,,134.288,2,0.2,45.3222
697,CA-2016-119291,14-05-16,17-05-16,First Class,JO-15550,Jesus Ocampo,Home Office,Kenya,Pennsylvania,East,OFF-EN-10000927,Office Supplies,Envelopes,,200.984,7,0.2,62.8075
712,CA-2018-146136,03-09-18,07-09-18,Standard Class,AP-10915,Arthur Prichep,Consumer,Kenya,Florida,South,OFF-EN-10001219,Office Supplies,Envelopes,,24.448,4,0.2,8.8624
726,CA-2018-144113,16-09-18,20-09-18,Standard Class,JF-15355,Jay Fein,Consumer,Kenya,Texas,Central,OFF-EN-10001141,Office Supplies,Envelopes,,17.568,2,0.2,6.3684
764,CA-2015-162775,13-01-15,15-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,Kenya,Louisiana,South,OFF-EN-10001990,Office Supplies,Envelopes,,11.36,2,0,5.3392
765,CA-2015-162775,13-01-15,15-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,Kenya,Louisiana,South,OFF-EN-10001532,Office Supplies,Envelopes,,50.94,3,0,25.47
786,CA-2016-154921,23-05-16,28-05-16,Standard Class,EA-14035,Erin Ashbrook,Corporate,Kenya,South Carolina,South,OFF-EN-10000056,Office Supplies,Envelopes,,186.69,3,0,87.7443
829,CA-2018-126956,21-08-18,28-08-18,Standard Class,GT-14710,Greg Tran,Consumer,Kenya,Minnesota,Central,OFF-EN-10004459,Office Supplies,Envelopes,,15.28,2,0,7.4872
897,CA-2017-140634,03-10-17,06-10-17,Second Class,HL-15040,Hunter Lopez,Consumer,Kenya,Texas,Central,OFF-EN-10001099,Office Supplies,Envelopes,,15.648,2,0.2,5.0856
919,CA-2017-165218,05-03-17,11-03-17,Standard Class,RW-19630,Rob Williams,Corporate,Kenya,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,,149.352,3,0.2,50.4063
963,CA-2017-120859,01-09-17,04-09-17,First Class,CV-12805,Cynthia Voltz,Corporate,Kenya,California,West,OFF-EN-10001335,Office Supplies,Envelopes,,21.88,2,0,10.94
986,CA-2018-100314,29-09-18,05-10-18,Standard Class,AS-10630,Ann Steele,Home Office,Kenya,Texas,Central,OFF-EN-10000461,Office Supplies,Envelopes,,27.968,4,0.2,9.4392
997,CA-2016-162537,28-10-16,03-11-16,Standard Class,RD-19585,Rob Dowd,Consumer,Kenya,Kentucky,South,OFF-EN-10003862,Office Supplies,Envelopes,,10.67,1,0,4.9082
1007,CA-2016-105312,06-11-16,09-11-16,First Class,MT-17815,Meg Tillman,Consumer,Kenya,Arizona,West,OFF-EN-10002600,Office Supplies,Envelopes,,7.08,3,0.2,2.478
1024,CA-2016-167269,16-06-16,20-06-16,Standard Class,PB-19150,Philip Brown,Consumer,Kenya,Pennsylvania,East,OFF-EN-10003072,Office Supplies,Envelopes,Manufacturer F,6.208,2,0.2,2.1728
1110,US-2017-110156,19-11-17,24-11-17,Standard Class,EH-13945,Eric Hoffmann,Consumer,Kenya,Texas,Central,OFF-EN-10003798,Office Supplies,Envelopes,,40.968,3,0.2,13.8267
1121,CA-2016-142755,04-09-16,08-09-16,Standard Class,CS-12355,Christine Sundaresam,Consumer,Kenya,Georgia,South,OFF-EN-10004459,Office Supplies,Envelopes,,15.28,2,0,7.4872
1126,US-2015-147627,20-01-15,26-01-15,Standard Class,HL-15040,Hunter Lopez,Consumer,Kenya,Arkansas,South,OFF-EN-10001539,Office Supplies,Envelopes,,23.34,3,0,10.9698
1129,CA-2016-105970,02-03-16,07-03-16,Standard Class,PA-19060,Pete Armstrong,Home Office,Kenya,Indiana,Central,OFF-EN-10001532,Office Supplies,Envelopes,,101.88,6,0,50.94
1132,CA-2017-112102,12-04-17,16-04-17,Standard Class,BD-11605,Brian Dahlen,Consumer,Kenya,Virginia,South,OFF-EN-10002500,Office Supplies,Envelopes,Manufacturer H,63.9,5,0,28.755
1137,CA-2017-152170,12-11-17,15-11-17,Second Class,FH-14275,Frank Hawley,Corporate,Kenya,Indiana,Central,OFF-EN-10002831,Office Supplies,Envelopes,Manufacturer B,287.52,8,0,129.384
1183,CA-2018-138779,14-01-18,15-01-18,First Class,RB-19570,Rob Beeghly,Consumer,Kenya,North Carolina,South,OFF-EN-10002504,Office Supplies,Envelopes,,21.744,1,0.2,7.3386
1229,CA-2018-100013,06-11-18,11-11-18,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Kenya,California,West,OFF-EN-10001219,Office Supplies,Envelopes,,15.28,2,0,7.4872
1233,CA-2016-132570,31-10-16,02-11-16,Second Class,KT-16480,Kean Thornton,Consumer,Kenya,New York,East,OFF-EN-10003055,Office Supplies,Envelopes,,79.96,2,0,35.982
1245,CA-2018-133641,14-05-18,21-05-18,Standard Class,EJ-14155,Eva Jacobs,Consumer,Kenya,Mississippi,South,OFF-EN-10004955,Office Supplies,Envelopes,,48.69,9,0,23.8581
1388,US-2017-108504,05-02-17,05-02-17,Same Day,PP-18955,Paul Prost,Home Office,Kenya,Georgia,South,OFF-EN-10003001,Office Supplies,Envelopes,,167.96,2,0,78.9412
1402,CA-2017-159212,01-11-17,05-11-17,Standard Class,KM-16375,Katherine Murray,Home Office,Kenya,Virginia,South,OFF-EN-10002230,Office Supplies,Envelopes,,251.79,3,0,118.3413
1428,US-2016-164448,31-10-16,04-11-16,Second Class,DK-12835,Damala Kotsonis,Corporate,Kenya,California,West,OFF-EN-10002600,Office Supplies,Envelopes,,14.75,5,0,7.08
1491,CA-2018-151911,30-04-18,05-05-18,Second Class,DL-13495,Dionis Lloyd,Corporate,Kenya,New York,East,OFF-EN-10002986,Office Supplies,Envelopes,,62.96,4,0,28.332
1557,CA-2017-109176,09-05-17,15-05-17,Standard Class,JW-16075,Julia West,Consumer,Kenya,Pennsylvania,East,OFF-EN-10003134,Office Supplies,Envelopes,,9.344,1,0.2,3.504
1572,US-2015-157385,23-11-15,25-11-15,First Class,SC-20095,Sanjit Chand,Consumer,Kenya,California,West,OFF-EN-10003160,Office Supplies,Envelopes,,21.84,3,0,10.4832
1853,CA-2016-160472,20-07-16,25-07-16,Second Class,RK-19300,Ralph Kennedy,Consumer,Kenya,Indiana,Central,OFF-EN-10000483,Office Supplies,Envelopes,,106.75,7,0,49.105
1881,CA-2016-109512,05-03-16,05-03-16,Same Day,LF-17185,Luke Foster,Consumer,Kenya,New York,East,OFF-EN-10002621,Office Supplies,Envelopes,,29.34,3,0,14.67
1893,CA-2018-145310,22-12-18,24-12-18,Second Class,JP-15520,Jeremy Pistek,Consumer,Kenya,Florida,South,OFF-EN-10002621,Office Supplies,Envelopes,,7.824,1,0.2,2.934
1898,CA-2015-169775,29-08-15,02-09-15,Second Class,RA-19945,Ryan Akin,Consumer,Kenya,Florida,South,OFF-EN-10001749,Office Supplies,Envelopes,,29.808,2,0.2,10.8054
1990,CA-2016-127509,09-11-16,13-11-16,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Kenya,Missouri,Central,OFF-EN-10000781,Office Supplies,Envelopes,,26.22,3,0,12.3234
2125,CA-2018-144862,01-12-18,05-12-18,Standard Class,EH-14005,Erica Hernandez,Home Office,Kenya,Pennsylvania,East,OFF-EN-10003040,Office Supplies,Envelopes,,104.68,5,0.2,35.3295
2188,CA-2018-143063,10-08-18,15-08-18,Standard Class,IL-15100,Ivan Liston,Consumer,Kenya,Indiana,Central,OFF-EN-10003134,Office Supplies,Envelopes,,70.08,6,0,35.04
2329,CA-2018-138422,23-09-18,26-09-18,First Class,KN-16705,Kristina Nunn,Home Office,Kenya,Colorado,West,OFF-EN-10004147,Office Supplies,Envelopes,,14.352,3,0.2,5.2026
2336,CA-2018-152695,10-12-18,10-12-18,Same Day,CC-12220,Chris Cortes,Consumer,Kenya,Connecticut,East,OFF-EN-10004030,Office Supplies,Envelopes,,10.86,3,0,5.1042
2403,CA-2018-145877,01-04-18,04-04-18,Second Class,AS-10090,Adam Shillingsburg,Consumer,Kenya,Missouri,Central,OFF-EN-10001990,Office Supplies,Envelopes,,28.4,5,0,13.348
2435,CA-2016-154746,14-11-16,17-11-16,First Class,PJ-18835,Patrick Jones,Corporate,Kenya,Virginia,South,OFF-EN-10001532,Office Supplies,Envelopes,,33.96,2,0,16.98
2445,CA-2017-146934,22-05-17,27-05-17,Standard Class,AF-10870,Art Ferguson,Consumer,Kenya,New Jersey,East,OFF-EN-10002973,Office Supplies,Envelopes,,26.88,6,0,12.9024
